fuente,id_articulo,titulo,texto_articulo
Ley_2251_de_2022.pdf,106,y en las,"carreteras nacionales y departamentales estipuladas en el presente artículo, debe establecer los límites de velocidad de forma sectorizada,
razonable, apropiada y coherente con el tráfico vehicular, las condiciones del medio ambiente, la infraestructura vial, el estado de las vías,
visibilidad, las especificaciones de la vía, su velocidad de diseño, las características de operación de la vía, los usuarios vulnerables, el uso del
suelo y, el número de muertos y lesionados.
PÁRAGRAFO 2. Excepcionalmente y teniendo en cuenta lo establecido el estudio técnico, diseño de la infraestructura y lo dispuesto en la
""Metodología para establecer la velocidad limite en las vías colombianas"" que expidan el Ministerio de Transporte y la Agencia Nacional de
Seguridad Vial, en función del contexto, tipo de vía, funcionalidad, las características operacionales de la infraestructura vial y demás criterios en
el marco del enfoque de sistema seguro, que propendan por una movilidad eficiente y la protección de la vida de todos los actores viales. Los
tramos viales en los que se presenten condiciones idóneas de infraestructura y seguridad vial, las entidades territoriales o la Nación, según sus
competencias, estarán facultadas, en el marco de su jurisdicción territorial de establecer límites de velocidad superiores a los establecidos en
este artículo."
Ley_2251_de_2022.pdf,14,IMPLEMENTACIÓN DE PLANES LOCALES DE SEGURIDAD VIAL.,"Los Planes Locales de Seguridad Vial que formulen los distritos, áreas metropolitanas, departamentos y los municipios se armonizarán con base
en los fundamentos y políticas definidos en el Plan Nacional de Seguridad Vial. Las entidades territoriales del orden departamental, así como las
ciudades capitales del país; deberán formular, adoptar e implementar sus planes locales de seguridad vial de manera obligatoria.
PARÁGRAFO 1: Para las demás entidades territoriales, la Agencia Nacional de Seguridad Vial determinará la obligatoriedad de la formulación,
Ley 2251 de 2022 5 EVA - Gestor Normativo
Departamento Administrativo de la Función Pública
adopción e implementación de dicho instrumento, previo análisis de criterios técnicos establecidos por esta entidad en su condición de máxima
autoridad para la aplicación de las políticas y medidas de seguridad vial nacional. Sin detrimento de lo anterior; por iniciativa propia, las
entidades territoriales que lo identifiquen como necesario, podrán proceder a la formulación, adopción e implementación de su plan local de
seguridad vial.
PARÁGRAFO 2: En los distritos y departamentos, además de los municipios de categoría especial, I, II y III que cuenten con Autoridad de tránsito
implementarán planes de gestión de la velocidad que deberán ser actualizados cada 2 años. Dichos planes serán reglamentados por el
Ministerio de Transporte y la Agencia Nacional de Seguridad Vial.
Las entidades oficiales a cargo del desarrollo y mantenimiento de la infraestructura vial nacional, departamental y urbana podrán desarrollar
planes de auditoría en los tramos de alta siniestralidad vial e implementar planes de gestión de la velocidad que deberán ser actualizados cada
2 años. Dichos planes serán reglamentados por el Ministerio de Transporte y la Agencia Nacional de Seguridad Vial.
CAPÍTULO VII
OTRAS DISPOSICIONES"
Ley_2251_de_2022.pdf,15,El sistema de control y vigilancia que adopte la Superintendencia de Transporte para los Organismos de Apoyo a las autoridades,"de tránsito de conformidad con la Ley 2050 de 2020, asegurará y auditará el recaudo y traslado de los recursos a favor del Fondo Nacional de
Seguridad Vial y del Instituto Nacional de Medicina Legal y Ciencias Forenses de conformidad con lo dispuesto en el"
Ley_2251_de_2022.pdf,30,de la Ley 1753 de,"2015, para la disminución de accidentes de tránsito. Para el cálculo de la tarifa facturada al usuario por concepto del Uso del Sistema de Control
y Vigilancia, anualmente el Ministerio de Transporte -tendrá en cuenta los costos de inversión, ampliación de cobertura, operacionales, de
mantenimiento, y los demás relacionados y necesarios para la operación del sistema, así como la cantidad de trámites que se realicen. Para el
primer año la tasa se calculará de acuerdo al histórico de trámites registrados en el RUNT."
Ley_2251_de_2022.pdf,16,El,""""
Ley_2251_de_2022.pdf,143,DAÑOS MATERIALES. En todo accidente de tránsito donde sólo se causen daños materiales en los que resulten afectados,"vehículos asegurados o no asegurados, inmuebles, cosas o animales y no sé produzcan lesiones personales, los conductores, entidades
aseguradoras y demás interesados en el accidente recaudarán todas las pruebas relativas a la colisión mediante la utilización de herramientas
técnicas y tecnológicas, que permitan la atención del mismo en forma oportuna, segura y que garantice la autenticidad, integridad, conservación
y posterior consulta y uso probatorio de la información . Para tal efecto, el material probatorio recaudado con estas condiciones reemplazará el
informe de accidente de tránsito que expide la autoridad competente.
Independientemente de que los vehículos involucrados en un accidente de este tipo estén asegurados o no, los conductores deben retirar
inmediatamente los vehículos colisionados y todo elemento que pueda interrumpir el tránsito y acudir a los centros de conciliación debidamente
autorizados por el Ministerio de Justicia y del Derecho. Si fracasa la conciliación, cualquiera de las partes puede acudir a los demás mecanismos
de acceso a la justicia. Para tal efecto, no será necesaria la expedición del informe de accidente de tránsito, ni la presencia de autoridad de
tránsito en la respectiva audiencia de conciliación."
Ley_2251_de_2022.pdf,17,Modifíquese el,
Ley_2251_de_2022.pdf,146,"Se entenderán como conceptos técnicos que deben emitir las autoridades de tránsito, los informes de accidentes de tránsito","donde se indicará la causa probable del accidente, sin que en dicho concepto se defina la responsabilidad en el choque, salvo en aquellos casos
donde la autoridad de tránsito emite órdenes de comparendo por presunta infracción a la norma de tránsito y se impone la multa prevista al
culminar el proceso contravencional y la violación de dicha norma es la causa probable del accidente de tránsito. Así mismo, no podrá la
autoridad de tránsito determinar la cuantía de los daños."
Ley_2251_de_2022.pdf,18,Incumplimiento de criterios para la instalación y operación de ayudas tecnológicas. Adiciónese el,"2002, el cual quedará así:"
Ley_2251_de_2022.pdf,158,,"tránsito serán sancionadas con multa equivalente al doble del valor recaudado por concepto de las multas impuestas en los procesos
sancionatorios derivados de las infracciones detectadas con ayudas tecnológicas, en aquellos casos en que se utilicen dichas ayudas, sin el
cumplimiento de los criterios de seguridad vial para su instalación y operación establecidos por el Ministerio de Transporte y la Agencia Nacional
de Seguridad Vial en cumplimiento de la Ley 1843 de 2017.
Ley 2251 de 2022 6 EVA - Gestor Normativo
Departamento Administrativo de la Función Pública
Todas aquellas multas impuestas durante el periodo en el cual no se contó con la autorización, deberán ser revocadas de forma oficiosa por
.parte de la autoridad de tránsito y sin necesidad de la autorización expresa del afectado, dentro de un término que, en ningún caso, podrá
superar los 30 días hábiles siguientes a la fecha en la cual haya quedado en firme la decisión que para el efecto haya proferido la
Superintendencia de Transporte.
Los recursos provenientes de la multa prevista en el presente artículo entrarán a formar parte del presupuesto de la Superintendencia de
Transporte.
PARÁGRAFO. En aquellos organismos de tránsito que cuenten con más de una ayuda tecnológica, la sanción a la que hace referencia este
artículo se determinará teniendo en cuenta únicamente aquellas ayudas tecnológicas que no cumplían con los criterios de seguridad vial para su
instalación y operación."""
Ley_2251_de_2022.pdf,19,Evaluación del impacto de las ayudas tecnológicas en los accidentes de tránsito. Las autoridades de tránsito en cuya jurisdicción,"operen ayudas tecnológicas para la detección de infracciones de tránsito deberán implementar estrategias que permitan evaluar el impacto
generado a partir de su incorporación en términos de los cambios en el número de accidentes de tránsito, lesionados y fallecidos en la zona de
influencia de los equipos en operación.
PARÁGRAFO: La Agencia Nacional de Seguridad Vial diseñará e implementará una estrategia que le permita recopilar y analizar los resultados de
las de las anteriores evaluaciones con el fin de contar con la información que permita establecer acciones pertinentes para avanzar en la
consecución de los objetivos planteados en materia de seguridad vial."
Ley_2251_de_2022.pdf,20,"Vehículos de emergencia. Dentro de los seis meses siguientes a la entrada en vigencia de esta Ley, el Ministerio de Transporte","deberá reglamentar las condiciones para el tránsito de vehículos de emergencia en el país; requisitos para su conducción y condiciones
asociadas a su registro."
Ley_2251_de_2022.pdf,21,Sostenibilidad financiera del Fondo de Modernización del Parque Automotor de Carga. En adición a las fuentes de financiación,previstas en el
Ley_2251_de_2022.pdf,307,"de la Ley 1955 de 2019 y las demás que se prevean en la normatividad vigente, el Fondo Nacional de Modernización","del Parque Automotor de Carga se financiará con un porcentaje del valor de las operaciones de transporte terrestre de carga que se preste como
servicio público intermunicipal o nacional, en vehículos con peso bruto vehicular superior a 10.5 toneladas.
El Gobierno Nacional establecerá la tarifa por cada operación de transporte considerando i) la diferencia entre la meta anual y la edad promedio
actual del parque automotor de carga de vehículos con peso bruto vehicular superior a 10.5 toneladas; ii) el valor promedio de un vehículo
nuevo con peso bruto vehicular superior a 10.5 toneladas, y iii) la cantidad de operaciones registradas en el Registro Nacional de Despachos de
Carga RNDC por cada anualidad. La tarifa no podrá ser superior al 0.1% calculado sobre el valor a pagar establecido en el manifiesto de carga.
La empresa de transporte hará la retención correspondiente y el recaudo estará a cargo -de la Dirección de Impuestos y Aduanas Nacionales -
DIAN.
Los recursos del fondo Nacional de Modernización del Parque Automotor de Carga, serán priorizados para pequeños y medianos transportadores."
Ley_2251_de_2022.pdf,22,Reducción de la informalidad en el transporte terrestre automotor de carga. La Superintendencia de Transporte podrá imponer,"medidas cautelares hasta que termine la investigación correspondiente a las empresas de transporte terrestre automotor de carga que no hayan
reportado o suministrado la información de sus operaciones al Registro Nacional de Despachos de Carga RNDC durante un plazo continuo de 4
meses de acuerdo con la normatividad vigente. Lo anterior, sin perjuicio de las investigaciones y sanciones que procedan de conformidad con lo
previsto en la Ley 105 de 1993 y la Ley 336 de 1996."
Ley_2251_de_2022.pdf,23,"Obligatoriedad de la reglamentación sobre la Infraestructura Vial. En un plazo no mayor a 2 años, el Ministerio de Transporte","elaborará un cronograma en el plan de trabajo con apoyo de la Agencia Nacional de Infraestructura, el Instituto Nacional de Vías, la Agencia
Nacional de Seguridad Vial y la Superintendencia de Transporte, para la expedición de los reglamentos técnicos en lo concerniente a las
definiciones de punto, sitio, zona, tramo y sector crítico."
Ley_2251_de_2022.pdf,24,"Vigencia. La presente ley rige a partir de su promulgación y deroga las disposiciones que le sean contrarias, en especial el artículo",143A de la Ley 769 de 2002 adicionado por el
Ley_2251_de_2022.pdf,12,de la Ley 2161 de 2021 .,"EL PRESIDENTE DEL HONORABLE SENADO DE LA REPÚBLICA
Ley 2251 de 2022 7 EVA - Gestor Normativo
